Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
ZYME,Zymeworks Inc.,Health Care,Biotechnology,7.27,0.00%,-12.93%,-0.04
SIGA,SIGA Technologies Inc.,Health Care,Pharmaceuticals,4.89,0.00%,-43.63%,-0.20
SBGI,Sinclair Inc.,Communication Services,Media,13.01,0.00%,-28.14%,-0.10
AMPY,Amplify Energy Corp.,Energy,Oil Gas and Consumable Fuels,6.30,0.00%,-28.25%,-0.10
FRST,Primis Financial Corp.,Financials,Banks,9.66,0.00%,-20.12%,-0.06
PLCE,The Children's Place Inc.,Consumer Discretionary,Specialty Retail,24.52,0.00%,-34.98%,-0.13
MARA,Marathon Digital Holdings Inc.,Information Technology,Software,9.18,0.00%,-6.04%,-0.02
ONTF,ON24 Inc.,Information Technology,Software,6.92,0.00%,-0.03%,0.00
UTI,Universal Technical Institute Inc.,Consumer Discretionary,Diversified Consumer Services,9.39,0.00%,26.55%,0.05
TG,Tredegar Corporation,Materials,Metals and Mining,4.51,0.00%,-54.86%,-0.30
BHB,Bar Harbor Bankshares,Financials,Banks,25.50,0.00%,-13.62%,-0.04
FNLC,The First Bancorp Inc.,Financials,Banks,23.82,0.00%,-19.69%,-0.06
FFWM,First Foundation Inc.,Financials,Banks,5.10,0.00%,-66.21%,-0.48
CRDA,Crawford & Company,Financials,Insurance,10.39,0.00%,60.29%,0.09
SFST,Southern First Bancshares Inc.,Financials,Banks,27.61,0.00%,-41.02%,-0.17
HBNC,Horizon Bancorp Inc.,Financials,Banks,9.93,0.00%,-33.40%,-0.12
SNDX,Syndax Pharmaceuticals Inc.,Health Care,Biotechnology,13.86,0.00%,-37.54%,-0.14
BSRR,Sierra Bancorp,Financials,Banks,17.85,0.00%,-13.61%,-0.04
VRTV,Veritiv Corporation,Industrials,Trading Companies and Distributors,169.72,0.00%,41.26%,0.07
CATC,Cambridge Bancorp,Financials,Banks,55.40,0.00%,-36.46%,-0.14
CDLX,Cardlytics Inc.,Communication Services,Media,7.39,0.00%,22.76%,0.04
TPB,Turning Point Brands Inc.,Consumer Staples,Tobacco,21.45,0.00%,1.21%,0.00
CRDB,Crawford & Company,Financials,Insurance,9.25,0.00%,55.22%,0.08
TSBK,Timberland Bancorp Inc.,Financials,Banks,28.51,0.00%,-13.21%,-0.04
IONS,Ionis Pharmaceuticals Inc.,Health Care,Biotechnology,47.04,0.00%,8.76%,0.02
VTS,Vitesse Energy Inc.,Energy,Oil Gas and Consumable Fuels,22.15,0.00%,,
MBIN,Merchants Bancorp,Financials,Financial Services,31.66,0.00%,30.80%,0.05
SENEA,Seneca Foods Corporation,Consumer Staples,Food Products,50.86,0.00%,-23.98%,-0.07
AMNB,American National Bankshares Inc.,Financials,Banks,40.58,0.00%,12.23%,0.02
AMTB,Amerant Bancorp Inc.,Financials,Banks,19.04,0.00%,-35.02%,-0.12
LBC,Luther Burbank Corporation,Financials,Banks,8.43,0.00%,-32.02%,-0.11
AAN,The Aaron's Company Inc.,Consumer Discretionary,Specialty Retail,7.26,0.00%,-33.80%,-0.11
CATO,The Cato Corporation,Consumer Discretionary,Specialty Retail,6.97,0.00%,-33.90%,-0.11
MGNX,MacroGenics Inc.,Health Care,Biotechnology,6.37,0.00%,-5.35%,-0.01
ULH,Universal Logistics Holdings Inc.,Industrials,Ground Transportation,23.82,0.00%,-33.80%,-0.11
VLGEA,Village Super Market Inc.,Consumer Staples,Consumer Staples Distribution and Retail,24.19,0.00%,14.46%,0.03
PLRX,Pliant Therapeutics Inc.,Health Care,Pharmaceuticals,12.85,0.00%,-36.39%,-0.12
NRIX,Nurix Therapeutics Inc.,Health Care,Biotechnology,5.26,0.00%,-63.95%,-0.39
IPI,Intrepid Potash Inc.,Materials,Chemicals,18.29,0.00%,-49.77%,-0.22
CWENA,Clearway Energy Inc.,Utilities,Independent Power and Renewable Electricity Producers,,0.00%,,
TREE,LendingTree Inc.,Financials,Consumer Finance,14.60,0.00%,-48.83%,-0.21
ALNT,Allient Inc.,Industrials,Electrical Equipment,25.97,0.00%,-29.05%,-0.09
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Biotechnology,3.41,0.00%,-68.13%,-0.46
ITOS,iTeos Therapeutics Inc.,Health Care,Biotechnology,9.60,0.00%,-55.33%,-0.26
BOWL,Bowlero Corp.,Consumer Discretionary,Hotels Restaurants and Leisure,10.26,0.00%,-30.25%,-0.09
SLGC,SomaLogic Inc.,Health Care,Life Sciences Tools and Services,2.45,0.00%,-25.53%,-0.07
CWCO,Consolidated Water Co. Ltd.,Utilities,Water Utilities,33.52,0.00%,94.90%,0.10
DXLG,Destination XL Group Inc.,Consumer Discretionary,Specialty Retail,4.34,0.00%,-36.18%,-0.12
FORR,Forrester Research Inc.,Industrials,Professional Services,23.96,0.00%,-30.33%,-0.09
LLYVA,Liberty Live Group,Communication Services,Entertainment,34.18,0.00%,,
IOT,Samsara Inc.,Information Technology,Software,23.57,0.00%,133.37%,0.12
SHYF,The Shyft Group Inc.,Industrials,Machinery,10.89,0.00%,-58.52%,-0.30
CSTR,CapStar Financial Holdings Inc.,Financials,Banks,15.62,0.00%,-7.60%,-0.02
AROW,Arrow Financial Corporation,Financials,Banks,23.51,0.00%,-27.49%,-0.08
WEYS,Weyco Group Inc.,Consumer Discretionary,Distributors,24.61,0.00%,6.00%,0.01
TLYS,Tilly's Inc.,Consumer Discretionary,Specialty Retail,8.17,0.00%,-13.64%,-0.03
BCML,BayCom Corp,Financials,Banks,20.23,0.00%,7.82%,0.02
LFST,LifeStance Health Group Inc.,Health Care,Health Care Providers and Services,5.65,0.00%,-8.13%,-0.02
ATRO,Astronics Corporation,Industrials,Aerospace and Defense,14.79,0.00%,68.45%,0.08
HNRG,Hallador Energy Company,Energy,Oil Gas and Consumable Fuels,12.17,0.00%,74.61%,0.09
RM,Regional Management Corp.,Financials,Consumer Finance,23.49,0.00%,-21.31%,-0.05
OLPX,Olaplex Holdings Inc.,Consumer Staples,Personal Care Products,1.73,0.00%,-70.17%,-0.48
AI,C3.ai Inc.,Information Technology,Software,27.60,0.00%,84.49%,0.09
PETS,PetMed Express Inc.,Consumer Discretionary,Specialty Retail,7.45,0.00%,-62.29%,-0.33
NWPX,Northwest Pipe Company,Industrials,Construction and Engineering,26.53,0.00%,-21.69%,-0.06
TRUE,TrueCar Inc.,Communication Services,Interactive Media and Services,2.59,0.00%,33.51%,0.05
BCBP,BCB Bancorp Inc.,Financials,Banks,10.74,0.00%,-42.93%,-0.15
VOXX,VOXX International Corporation,Consumer Discretionary,Household Durables,9.46,0.00%,-7.98%,-0.02
AVNW,Aviat Networks Inc.,Information Technology,Communications Equipment,29.23,0.00%,-1.75%,0.00
CIVB,Civista Bancshares Inc.,Financials,Banks,14.53,0.00%,-35.72%,-0.11
HOFT,Hooker Furnishings Corporation,Consumer Discretionary,Household Durables,17.39,0.00%,4.17%,0.01
PKOH,Park-Ohio Holdings Corp.,Industrials,Machinery,23.75,0.00%,76.82%,0.08
HIFS,Hingham Institution for Savings,Financials,Banks,160.51,0.00%,-37.53%,-0.12
CHWY,Chewy Inc.,Consumer Discretionary,Specialty Retail,19.41,0.00%,-52.82%,-0.22
ESQ,Esquire Financial Holdings Inc.,Financials,Banks,45.50,0.00%,5.57%,0.01
ZIMV,ZimVie Inc.,Health Care,Health Care Equipment and Supplies,7.95,0.00%,-24.07%,-0.06
OPY,Oppenheimer Holdings Inc.,Financials,Capital Markets,37.95,0.00%,0.71%,0.00
STRS,Stratus Properties Inc.,Real Estate,Real Estate Management and Development,27.12,0.00%,-2.93%,-0.01
STGW,Stagwell Inc.,Communication Services,Media,4.61,0.00%,-39.66%,-0.13
BL,BlackLine Inc.,Information Technology,Software,52.14,0.00%,-20.62%,-0.05
RBB,RBB Bancorp,Financials,Banks,13.52,0.00%,-37.05%,-0.11
VRA,Vera Bradley Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,7.13,0.00%,94.28%,0.09
MNTK,Montauk Renewables Inc.,Utilities,Independent Power and Renewable Electricity Producers,8.69,0.00%,-29.29%,-0.08
EBTC,Enterprise Bancorp Inc.,Financials,Banks,26.02,0.00%,-20.35%,-0.05
GCI,Gannett Co. Inc.,Communication Services,Media,1.84,0.00%,-19.30%,-0.04
CCSI,Consensus Cloud Solutions Inc.,Information Technology,Software,23.92,0.00%,-57.67%,-0.26
LE,Lands' End Inc.,Consumer Discretionary,Specialty Retail,6.52,0.00%,-40.62%,-0.13
YORW,The York Water Company,Utilities,Water Utilities,36.41,0.00%,-15.28%,-0.03
HBCP,Home Bancorp Inc.,Financials,Banks,35.89,0.00%,-12.75%,-0.03
MVBF,MVB Financial Corp.,Financials,Banks,19.03,0.00%,-20.66%,-0.05
SD,SandRidge Energy Inc.,Energy,Oil Gas and Consumable Fuels,14.69,0.00%,-17.72%,-0.04
PAHC,Phibro Animal Health Corporation,Health Care,Pharmaceuticals,9.77,0.00%,-27.73%,-0.07
EHTH,eHealth Inc.,Financials,Insurance,7.14,0.00%,84.97%,0.08
SMBC,Southern Missouri Bancorp Inc.,Financials,Banks,42.17,0.00%,-17.28%,-0.04
EPM,Evolution Petroleum Corporation,Energy,Oil Gas and Consumable Fuels,5.80,0.00%,-20.94%,-0.05
ALTG,Alta Equipment Group Inc.,Industrials,Trading Companies and Distributors,10.91,0.00%,-15.10%,-0.03
RLGT,Radiant Logistics Inc.,Industrials,Air Freight and Logistics,6.06,0.00%,5.03%,0.01
ALCO,Alico Inc.,Consumer Staples,Food Products,26.04,0.00%,-18.95%,-0.04
CTRN,Citi Trends Inc.,Consumer Discretionary,Specialty Retail,23.66,0.00%,8.33%,0.01
PRAA,PRA Group Inc.,Financials,Consumer Finance,16.24,0.00%,-51.97%,-0.19
PNTG,The Pennant Group Inc.,Health Care,Health Care Providers and Services,12.29,0.00%,3.71%,0.01
CVGI,Commercial Vehicle Group Inc.,Industrials,Machinery,5.58,0.00%,-19.25%,-0.04
RCMT,RCM Technologies Inc.,Industrials,Professional Services,24.90,0.00%,68.58%,0.07
APPF,AppFolio Inc.,Information Technology,Software,198.28,0.00%,65.34%,0.07
AMSC,American Superconductor Corporation,Industrials,Electrical Equipment,8.22,0.00%,99.51%,0.09
ALKT,Alkami Technology Inc.,Information Technology,Software,21.18,0.00%,51.39%,0.06
SGC,Superior Group of Companies Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,10.20,0.00%,-1.64%,0.00
MITK,Mitek Systems Inc.,Information Technology,Software,10.43,0.00%,-9.93%,-0.02
RILY,B. Riley Financial Inc.,Financials,Capital Markets,22.01,0.00%,-46.64%,-0.15
SRDX,Surmodics Inc.,Health Care,Health Care Equipment and Supplies,32.36,0.00%,-3.37%,-0.01
NC,NACCO Industries Inc.,Energy,Oil Gas and Consumable Fuels,36.03,0.00%,-21.67%,-0.05
CCF,Chase Corporation,Materials,Chemicals,127.44,0.00%,35.51%,0.04
CFB,CrossFirst Bankshares Inc.,Financials,Banks,11.08,0.00%,-17.56%,-0.03
CYH,Community Health Systems Inc.,Health Care,Health Care Providers and Services,2.44,0.00%,-27.16%,-0.06
CNSL,Consolidated Communications Holdings Inc.,Communication Services,Diversified Telecommunication Services,4.19,0.00%,-19.27%,-0.04
SPOK,Spok Holdings Inc.,Communication Services,Wireless Telecommunication Services,16.00,0.00%,106.19%,0.08
QUAD,Quad/Graphics Inc.,Industrials,Commercial Services and Supplies,4.41,0.00%,26.00%,0.03
VITL,Vital Farms Inc.,Consumer Staples,Food Products,11.84,0.00%,-18.68%,-0.04
KALV,KalVista Pharmaceuticals Inc.,Health Care,Biotechnology,7.72,0.00%,40.36%,0.04
NBN,Northeast Bank,Financials,Banks,49.82,0.00%,12.56%,0.02
EOLS,Evolus Inc.,Health Care,Pharmaceuticals,8.12,0.00%,8.70%,0.01
PRTS,CarParts.com Inc.,Consumer Discretionary,Specialty Retail,3.04,0.00%,-41.76%,-0.11
LUNA,Luna Innovations Incorporated,Information Technology,Electronic Equipment Instruments and Components,5.39,0.00%,-12.07%,-0.02
CPS,Cooper-Standard Holdings Inc.,Consumer Discretionary,Automobile Components,16.98,0.00%,109.11%,0.08
ACNB,ACNB Corporation,Financials,Banks,35.71,0.00%,-6.59%,-0.01
JAKK,JAKKS Pacific Inc.,Consumer Discretionary,Leisure Products,26.42,0.00%,45.09%,0.05
ARLO,Arlo Technologies Inc.,Information Technology,Electronic Equipment Instruments and Components,7.93,0.00%,105.97%,0.08
AVD,American Vanguard Corporation,Materials,Chemicals,8.43,0.00%,-61.85%,-0.24
ALDX,Aldeyra Therapeutics Inc.,Health Care,Biotechnology,2.46,0.00%,-57.66%,-0.20
IMMR,Immersion Corporation,Information Technology,Technology Hardware Storage and Peripherals,6.28,0.00%,17.39%,0.02
HEAR,Turtle Beach Corporation,Information Technology,Technology Hardware Storage and Peripherals,9.66,0.00%,7.69%,0.01
UTMD,Utah Medical Products Inc.,Health Care,Health Care Equipment and Supplies,81.43,0.00%,-10.32%,-0.02
FMNB,Farmers National Banc Corp.,Financials,Banks,11.93,0.00%,-15.30%,-0.03
GNTY,Guaranty Bancshares Inc.,Financials,Banks,28.96,0.00%,-14.85%,-0.02
NATH,Nathan's Famous Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,65.15,0.00%,2.82%,0.00
IIIV,i3 Verticals Inc.,Financials,Financial Services,19.00,0.00%,-9.35%,-0.01
OFLX,Omega Flex Inc.,Industrials,Machinery,64.42,0.00%,-29.78%,-0.06
NGS,Natural Gas Services Group Inc.,Energy,Energy Equipment and Services,14.69,0.00%,24.39%,0.03
NRIM,Northrim BanCorp Inc.,Financials,Banks,44.41,0.00%,-11.60%,-0.02
UNTY,Unity Bancorp Inc.,Financials,Banks,25.30,0.00%,-10.24%,-0.02
RBBN,Ribbon Communications Inc.,Information Technology,Communications Equipment,1.97,0.00%,-28.36%,-0.05
RNA,Avidity Biosciences Inc.,Health Care,Biotechnology,5.73,0.00%,-61.39%,-0.22
HRTG,Heritage Insurance Holdings Inc.,Financials,Insurance,7.18,0.00%,385.14%,0.11
SMHI,SEACOR Marine Holdings Inc.,Energy,Energy Equipment and Services,12.01,0.00%,59.07%,0.05
XPOF,Xponential Fitness Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,13.14,0.00%,-36.67%,-0.08
PDLI,PDL BioPharma Inc.,Health Care,Biotechnology,2.47,0.00%,,
SEAT,Vivid Seats Inc.,Communication Services,Entertainment,7.60,0.00%,-7.54%,-0.01
FSTR,L.B. Foster Company,Industrials,Machinery,20.19,0.00%,59.23%,0.05
UPST,Upstart Holdings Inc.,Financials,Consumer Finance,21.84,0.00%,-3.11%,0.00
BGS,B&G Foods Inc.,Consumer Staples,Food Products,8.10,0.00%,-41.13%,-0.09
PKBK,Parke Bancorp Inc.,Financials,Banks,17.35,0.00%,-15.60%,-0.02
PDLB,Ponce Financial Group Inc.,Financials,Banks,8.02,0.00%,-17.91%,-0.03
FSBW,FS Bancorp Inc.,Financials,Banks,29.21,0.00%,-8.52%,-0.01
LZ,LegalZoom.com Inc.,Industrials,Professional Services,10.89,0.00%,4.31%,0.01
ALTO,Alto Ingredients Inc.,Materials,Chemicals,2.20,0.00%,-41.18%,-0.09
PVBC,Provident Bancorp Inc.,Financials,Banks,9.38,0.00%,-20.44%,-0.03
VYGR,Voyager Therapeutics Inc.,Health Care,Biotechnology,6.28,0.00%,14.39%,0.02
LPSN,LivePerson Inc.,Information Technology,Software,2.77,0.00%,-80.30%,-0.53
ARTNA,Artesian Resources Corporation,Utilities,Water Utilities,40.68,0.00%,-19.88%,-0.03
STKS,The ONE Group Hospitality Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,4.46,0.00%,-29.76%,-0.05
VERA,Vera Therapeutics Inc.,Health Care,Biotechnology,12.76,0.00%,-22.10%,-0.04
RKT,Rocket Companies Inc.,Financials,Financial Services,7.99,0.00%,-1.72%,0.00
SNBR,Sleep Number Corporation,Consumer Discretionary,Specialty Retail,10.05,0.00%,-69.64%,-0.29
ACTG,Acacia Research Corporation,Financials,Financial Services,3.63,0.00%,-9.70%,-0.01
LUNG,Pulmonx Corporation,Health Care,Health Care Equipment and Supplies,10.02,0.00%,53.45%,0.04
AMSWA,American Software Inc.,Information Technology,Software,10.76,0.00%,-35.23%,-0.07
HBIO,Harvard Bioscience Inc.,Health Care,Life Sciences Tools and Services,4.09,0.00%,70.42%,0.05
HMST,HomeStreet Inc.,Financials,Banks,5.35,0.00%,-79.47%,-0.47
SPFI,South Plains Financial Inc.,Financials,Banks,25.32,0.00%,-16.30%,-0.02
GEOS,Geospace Technologies Corporation,Energy,Energy Equipment and Services,12.00,0.00%,154.24%,0.07
FBIZ,First Business Financial Services Inc.,Financials,Banks,32.31,0.00%,-15.22%,-0.02
EBIX,Ebix Inc.,Information Technology,Software,3.38,0.00%,-85.63%,-0.69
XPER,Xperi Inc.,Information Technology,Software,8.58,0.00%,-23.46%,-0.03
RCKY,Rocky Brands Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,22.10,0.00%,-17.09%,-0.02
WOOF,Petco Health and Wellness Company Inc.,Consumer Discretionary,Specialty Retail,3.53,0.00%,-69.52%,-0.26
ANGO,AngioDynamics Inc.,Health Care,Health Care Equipment and Supplies,6.40,0.00%,-53.39%,-0.13
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Biotechnology,22.42,0.00%,36.79%,0.03
IRMD,IRadimed Corporation,Health Care,Health Care Equipment and Supplies,41.67,0.00%,44.56%,0.03
CPSS,Consumer Portfolio Services Inc.,Financials,Consumer Finance,9.55,0.00%,3.47%,0.00
CVLY,Codorus Valley Bancorp Inc.,Financials,Banks,20.35,0.00%,-6.21%,-0.01
EVRI,Everi Holdings Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,11.11,0.00%,-35.03%,-0.06
SCWX,SecureWorks Corp.,Information Technology,Software,6.17,0.00%,-18.82%,-0.03
CVCY,Central Valley Community Bancorp,Financials,Banks,16.06,0.00%,-16.07%,-0.02
ORRF,Orrstown Financial Services Inc.,Financials,Banks,22.05,0.00%,-13.10%,-0.02
AOUT,American Outdoor Brands Inc.,Consumer Discretionary,Leisure Products,8.05,0.00%,-7.04%,-0.01
OFIX,Orthofix Medical Inc.,Health Care,Health Care Equipment and Supplies,9.69,0.00%,-45.87%,-0.09
BMRC,Bank of Marin Bancorp,Financials,Banks,18.23,0.00%,-44.02%,-0.08
ESCA,Escalade Incorporated,Consumer Discretionary,Leisure Products,18.80,0.00%,92.95%,0.05
GHM,Graham Corporation,Industrials,Machinery,16.49,0.00%,65.40%,0.04
PCYO,Pure Cycle Corporation,Utilities,Water Utilities,9.74,0.00%,14.32%,0.01
LTRX,Lantronix Inc.,Information Technology,Communications Equipment,4.86,0.00%,-13.52%,-0.02
BH,Biglari Holdings Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,141.70,0.00%,-1.90%,0.00
RMR,The RMR Group Inc.,Real Estate,Real Estate Management and Development,22.80,0.00%,-13.02%,-0.02
SMBK,SmartFinancial Inc.,Financials,Banks,21.16,0.00%,-28.17%,-0.04
LBRDP,Liberty Broadband Corporation,Communication Services,Media,22.15,0.00%,1.33%,0.00
CTG,Computer Task Group Incorporated,Information Technology,IT Services,10.41,0.00%,36.70%,0.03
LCUT,Lifetime Brands Inc.,Consumer Discretionary,Household Durables,6.32,0.00%,-8.45%,-0.01
ARIS,Aris Water Solutions Inc.,Industrials,Commercial Services and Supplies,8.66,0.00%,-48.89%,-0.10
DSGR,Distribution Solutions Group Inc.,Industrials,Trading Companies and Distributors,24.10,0.00%,20.80%,0.02
NL,NL Industries Inc.,Industrials,Commercial Services and Supplies,4.86,0.00%,-32.28%,-0.05
FRBA,First Bank,Financials,Banks,11.82,0.00%,-19.34%,-0.02
WLFC,Willis Lease Finance Corporation,Industrials,Trading Companies and Distributors,44.46,0.00%,8.54%,0.01
STRT,Strattec Security Corporation,Consumer Discretionary,Automobile Components,23.04,0.00%,-22.79%,-0.03
WHG,Westwood Holdings Group Inc.,Financials,Capital Markets,10.78,0.00%,3.64%,0.00
OCN,Ocwen Financial Corporation,Financials,Financial Services,24.39,0.00%,-31.37%,-0.04
DTC,Solo Brands Inc.,Consumer Discretionary,Leisure Products,4.43,0.00%,-11.40%,-0.01
MKCV,McCormick & Company Incorporated,Consumer Staples,Food Products,64.60,0.00%,-20.47%,-0.03
HURC,Hurco Companies Inc.,Industrials,Machinery,19.50,0.00%,-18.91%,-0.02
GRWG,GrowGeneration Corp.,Consumer Discretionary,Specialty Retail,1.95,0.00%,-67.12%,-0.20
HROW,Harrow Inc.,Health Care,Pharmaceuticals,12.83,0.00%,10.99%,0.01
AAP,Advance Auto Parts Inc.,Consumer Discretionary,Specialty Retail,55.94,0.00%,-69.03%,-0.21
RVSB,Riverview Bancorp Inc.,Financials,Banks,5.75,0.00%,-16.87%,-0.02
BCOV,Brightcove Inc.,Information Technology,IT Services,2.47,0.00%,-57.63%,-0.13
BATRA,Atlanta Braves Holdings Inc.,Communication Services,Entertainment,37.00,0.00%,21.03%,0.02
AGTI,Agiliti Inc.,Health Care,Health Care Providers and Services,6.84,0.00%,-54.40%,-0.11
ATROB,Astronics Corporation,Industrials,Aerospace and Defense,14.10,0.00%,61.05%,0.04
LCNB,LCNB Corp.,Financials,Banks,14.21,0.00%,-13.82%,-0.02
PEBK,Peoples Bancorp of North Carolina Inc.,Financials,Banks,26.40,0.00%,-3.93%,0.00
BWB,Bridgewater Bancshares Inc.,Financials,Banks,10.24,0.00%,-47.51%,-0.08
FLXS,Flexsteel Industries Inc.,Consumer Discretionary,Household Durables,16.50,0.00%,13.23%,0.01
EGHT,8x8 Inc.,Information Technology,Software,2.88,0.00%,-39.37%,-0.06
KVHI,KVH Industries Inc.,Information Technology,Communications Equipment,4.59,0.00%,-57.02%,-0.12
NODK,NI Holdings Inc.,Financials,Insurance,12.75,0.00%,-5.70%,-0.01
UBFO,United Security Bancshares,Financials,Banks,8.16,0.00%,25.57%,0.02
CLAR,Clarus Corporation,Consumer Discretionary,Leisure Products,4.97,0.00%,-46.42%,-0.08
BFIN,BankFinancial Corporation,Financials,Banks,8.67,0.00%,-10.20%,-0.01
NTIC,Northern Technologies International Corporation,Materials,Chemicals,12.23,0.00%,-6.33%,-0.01
SBT,Sterling Bancorp Inc. (Southfield MI),Financials,Banks,5.71,0.00%,-11.20%,-0.01
ZWS,Zurn Elkay Water Solutions Corporation,Industrials,Building Products,28.60,0.00%,19.55%,0.01
ONEW,OneWater Marine Inc.,Consumer Discretionary,Specialty Retail,24.41,0.00%,-30.99%,-0.04
EVER,EverQuote Inc.,Communication Services,Interactive Media and Services,8.13,0.00%,-14.60%,-0.01
RELL,Richardson Electronics Ltd.,Information Technology,Electronic Equipment Instruments and Components,10.97,0.00%,-50.43%,-0.09
XMTR,Xometry Inc.,Industrials,Trading Companies and Distributors,16.55,0.00%,-58.65%,-0.12
MPX,Marine Products Corporation,Consumer Discretionary,Leisure Products,9.46,0.00%,-14.13%,-0.01
MG,Mistras Group Inc.,Industrials,Professional Services,6.30,0.00%,47.89%,0.03
SGA,Saga Communications Inc.,Communication Services,Media,21.02,0.00%,2.07%,0.00
CHMG,Chemung Financial Corporation,Financials,Banks,43.10,0.00%,-5.15%,0.00
GATO,Gatos Silver Inc.,Materials,Metals and Mining,4.83,0.00%,24.16%,0.02
GENC,Gencor Industries Inc.,Industrials,Machinery,14.05,0.00%,47.12%,0.03
TSVT,2seventy bio Inc.,Health Care,Biotechnology,2.26,0.00%,-86.47%,-0.52
DHX,DHI Group Inc.,Communication Services,Interactive Media and Services,2.14,0.00%,-62.26%,-0.13
AMBP,Ardagh Metal Packaging S.A.,Materials,Containers and Packaging,3.50,0.00%,-19.78%,-0.02
ADTN,ADTRAN Holdings Inc.,Information Technology,Communications Equipment,5.47,0.00%,-71.26%,-0.20
ORN,Orion Group Holdings Inc.,Industrials,Construction and Engineering,4.92,0.00%,114.85%,0.04
TTSH,Tile Shop Holdings Inc.,Consumer Discretionary,Specialty Retail,5.47,0.00%,29.01%,0.02
PBFS,Pioneer Bancorp Inc.,Financials,Banks,7.91,0.00%,-28.09%,-0.03
DLTH,Duluth Holdings Inc.,Consumer Discretionary,Specialty Retail,5.06,0.00%,-39.40%,-0.05
LWAY,Lifeway Foods Inc.,Consumer Staples,Food Products,9.38,0.00%,35.75%,0.02
CBAY,CymaBay Therapeutics Inc.,Health Care,Pharmaceuticals,16.87,0.00%,375.21%,0.06
APEI,American Public Education Inc.,Consumer Discretionary,Diversified Consumer Services,5.75,0.00%,-55.67%,-0.10
HBB,Hamilton Beach Brands Holding Company,Consumer Discretionary,Household Durables,13.99,0.00%,3.66%,0.00
SMMF,Summit Financial Group Inc.,Financials,Banks,21.41,0.00%,-22.35%,-0.02
PFIS,Peoples Financial Services Corp.,Financials,Banks,41.88,0.00%,-23.21%,-0.02
IVAC,Intevac Inc.,Information Technology,Technology Hardware Storage and Peripherals,3.65,0.00%,-30.74%,-0.03
ULCC,Frontier Group Holdings Inc.,Industrials,Passenger Airlines,3.48,0.00%,-74.39%,-0.22
CGNT,Cognyte Software Ltd.,Information Technology,Software,4.26,0.00%,20.34%,0.01
DM,Desktop Metal Inc.,Industrials,Machinery,0.80,0.00%,-63.01%,-0.13
FFNW,First Financial Northwest Inc.,Financials,Banks,10.91,0.00%,-25.25%,-0.03
CARE,Carter Bankshares Inc.,Financials,Banks,12.00,0.00%,-33.67%,-0.04
ORGO,Organogenesis Holdings Inc.,Health Care,Biotechnology,2.32,0.00%,-19.44%,-0.02
FMAO,Farmers & Merchants Bancorp Inc.,Financials,Banks,17.78,0.00%,-36.14%,-0.04
FNA,Paragon 28 Inc.,Health Care,Health Care Equipment and Supplies,9.45,0.00%,-52.94%,-0.08
FUNC,First United Corporation,Financials,Banks,17.62,0.00%,0.41%,0.00
PCB,PCB Bancorp,Financials,Banks,15.01,0.00%,-16.62%,-0.01
FONR,FONAR Corporation,Health Care,Health Care Equipment and Supplies,13.47,0.00%,-24.54%,-0.02
CLMB,Climb Global Solutions Inc.,Information Technology,Electronic Equipment Instruments and Components,44.00,0.00%,33.82%,0.02
CFFI,C&F Financial Corporation,Financials,Banks,54.61,0.00%,5.30%,0.00
HTBI,HomeTrust Bancshares Inc.,Financials,Banks,21.74,0.00%,-10.49%,-0.01
OVBC,Ohio Valley Banc Corp.,Financials,Banks,24.00,0.00%,-11.52%,-0.01
TVTX,Travere Therapeutics Inc.,Health Care,Biotechnology,5.70,0.00%,-74.24%,-0.20
ATLO,Ames National Corporation,Financials,Banks,17.79,0.00%,-16.77%,-0.01
BWFG,Bankwell Financial Group Inc.,Financials,Banks,25.82,0.00%,-14.07%,-0.01
FNWB,First Northwest Bancorp,Financials,Banks,14.12,0.00%,-6.29%,0.00
DSKE,Daseke Inc.,Industrials,Ground Transportation,4.40,0.00%,-26.30%,-0.02
BPRN,Princeton Bancorp Inc.,Financials,Banks,31.89,0.00%,4.47%,0.00
CCO,Clear Channel Outdoor Holdings Inc.,Communication Services,Media,1.32,0.00%,16.81%,0.01
ASYS,Amtech Systems Inc.,Information Technology,Semiconductors and Semiconductor Equipment,7.23,0.00%,-30.41%,-0.03
LAKE,Lakeland Industries Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,14.36,0.00%,11.27%,0.01
INBK,First Internet Bancorp,Financials,Banks,16.18,0.00%,-37.95%,-0.04
VEL,Velocity Financial Inc.,Financials,Financial Services,14.14,0.00%,37.95%,0.02
RNGR,Ranger Energy Services Inc.,Energy,Energy Equipment and Services,10.41,0.00%,-2.48%,0.00
FRAF,Franklin Financial Services Corporation,Financials,Banks,33.91,0.00%,11.64%,0.01
